Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government
Sierra Leone,2019,3.447381496,7.441432476,0.610779762,52.90000153,0.717769563,0.075184681,0.873861432,0.521150649,0.438134462,0.817156315
Singapore,2019,6.378359795,11.49691391,0.924918354,73.59999847,0.938041747,0.023224151,0.069619603,0.674223006,0.138069153,0.925726056
Slovakia,2019,6.243428707,10.37122631,0.933088303,68.5,0.771121562,-0.129276663,0.925846696,0.676153421,0.251806319,0.230972826
Slovakia,2020,6.519098282,10.32580185,0.954159975,68.72499847,0.76189661,-0.076592401,0.900533676,0.694529951,0.274447888,0.307444513
Slovenia,2019,6.665273666,10.56994915,0.949402273,70.69999695,0.945430517,-0.104521476,0.785441816,0.621658623,0.227838457,0.397150725
Slovenia,2020,6.462076187,10.52112961,0.953437507,70.875,0.958442569,-0.086754218,0.796557486,0.574927151,0.313852519,0.45297423
South Africa,2019,5.034863472,9.525877953,0.847719729,56.20000076,0.73833853,-0.14204447,0.819823623,0.727414131,0.268456221,0.495906323
South Africa,2020,4.946800709,9.446662903,0.891050339,56.72499847,0.756946266,-0.024403915,0.912407219,0.76058358,0.294276476,0.517606676
South Korea,2019,5.902816772,10.66440201,0.783160865,73.09999847,0.706032395,-0.057978813,0.71769613,0.593178034,0.235966519,0.376757592
South Korea,2020,5.792695522,10.65446377,0.807952285,73.375,0.711480439,-0.108758755,0.664694011,0.549814105,0.247059658,0.448309243
Spain,2019,6.457449436,10.6165266,0.949013472,72.09999847,0.777966738,-0.050898876,0.73033762,0.636199594,0.31551832,0.367785871
Spain,2020,6.502175331,10.497365,0.934934676,72.22499847,0.783256531,-0.123564944,0.729977489,0.671131015,0.316617101,0.381767094
Sri Lanka,2019,4.213299274,9.478084564,0.814939141,67,0.824277341,0.0498989,0.863342285,0.753170788,0.314542711,0.569042027
Sri Lanka,2020,4.778489113,9.436434746,0.842499971,67.09999847,0.803484857,-0.043379724,0.768454254,0.758137345,0.285134345,0.752756536
Sweden,2019,7.398092747,10.87522411,0.93364507,71.90000153,0.941515207,0.088857219,0.250087917,0.774585247,0.201999709,0.513281763
Sweden,2020,7.314341068,10.83807182,0.93558234,72.02500153,0.951181591,0.088199414,0.203440145,0.717195928,0.22193329,0.671078622
Switzerland,2019,7.69422102,11.16965103,0.948512852,72.5,0.913166702,0.030927902,0.293700755,0.742527902,0.170761779,0.80661273
Switzerland,2020,7.508435249,11.13827229,0.946316481,72.69999695,0.917343259,-0.070486151,0.280367136,0.730246305,0.19322899,0.846330702
Taiwan Province of China,2019,6.537089825,10.7974596,0.893430591,,0.814484477,-0.127218142,0.71811235,0.76209718,0.093412384,0.431494951
Taiwan Province of China,2020,6.751067638,,0.900832534,,0.798834741,,0.710567415,0.74316889,0.082736954,0.579726934
Tajikistan,2019,5.464015484,8.183512688,0.87982291,62,,-0.048814412,0.490029365,0.663062751,0.178497195,
Tajikistan,2020,5.373398781,8.204555511,0.789744556,62.15000153,,-0.0494681,0.549786448,0.651893914,0.344161272,
Tanzania,2019,3.640154839,7.886239529,0.687267542,58.5,0.850132525,0.100552306,0.589293599,0.679453611,0.243097946,0.91315937
Tanzania,2020,3.785684109,7.876765728,0.739817083,58.95000076,0.830343485,0.295764565,0.520631671,0.667273879,0.271117926,0.905542135
Thailand,2019,6.02215147,9.823007584,0.903051019,68.30000305,0.898244619,0.307212681,0.87703979,0.791796386,0.208183601,0.467234045
Thailand,2020,5.884544373,9.757576942,0.866702616,68.375,0.840463281,0.272294849,0.918340027,0.770296693,0.326168567,0.333083987
Togo,2019,4.179493904,7.660067081,0.53870219,56.20000076,0.617419779,0.044817887,0.736675024,0.606394589,0.443869889,0.424144924
Tunisia,2019,4.315479755,9.342869759,0.609589279,66.90000153,0.659331739,-0.214329869,0.88890475,0.458863199,0.433413476,0.286565632
Tunisia,2020,4.730811119,9.236014366,0.719013214,66.94999695,0.667758107,-0.203303069,0.877354085,0.519344747,0.438774347,0.29391408
Turkey,2019,4.87207365,10.24697971,0.791656196,68.40000153,0.631083786,-0.137710899,0.760442197,0.34748134,0.368088663,0.561260879
Turkey,2020,4.861554146,10.25391388,0.856730223,68.57499695,0.510385871,-0.115433984,0.774417162,0.331563056,0.440387309,0.553262174
Turkmenistan,2019,5.474299908,9.651070595,0.981501758,62.09999847,0.891526878,0.283395261,,0.49389109,0.183343247,
Uganda,2019,4.948051453,7.688409328,0.805487394,58.20000076,0.704376638,0.139115021,0.825612605,0.689078808,0.385220796,0.558205307
Uganda,2020,4.640909672,7.684798241,0.800461173,58.67499924,0.687482119,0.147443846,0.877587259,0.705435634,0.424706668,0.48086071
Ukraine,2019,4.701762199,9.45788765,0.88272649,64.30000305,0.715311766,-0.082320653,0.885004938,0.548534453,0.201131731,0.374282002
Ukraine,2020,5.269675732,9.423596382,0.884686291,64.42500305,0.784273446,0.1253694,0.945668995,0.628791153,0.284736186,0.230166271
United Arab Emirates,2019,6.710782528,11.13113308,0.861533284,66,0.911419511,0.124636106,,0.730051637,0.283763289,
United Arab Emirates,2020,6.458392143,11.05563164,0.826755583,66.15000153,0.9421615,0.057012815,,0.70239532,0.298480302,
United Kingdom,2019,7.157151222,10.76571465,0.942681074,70.09999847,0.85403955,0.267002612,0.485092282,0.738786042,0.251014441,0.340828866
United Kingdom,2020,6.798177242,10.65809631,0.929353237,70.19999695,0.884624004,0.197765857,0.490203947,0.717481315,0.224655122,0.346972853
United States,2019,6.943701267,11.04501343,0.916691124,66.09999847,0.836139023,0.141378984,0.706715524,0.755090654,0.243833661,0.362774432
United States,2020,7.028088093,11.00440502,0.937369823,65.97499847,0.850447297,0.031072685,0.678124607,0.721989095,0.295499027,0.464917094
Uruguay,2019,6.600337029,10.04467201,0.933470964,67.5,0.902678788,-0.101878576,0.599399626,0.763834417,0.221730188,0.551632583
Uruguay,2020,6.309681416,9.980838776,0.921070337,67.5,0.907761931,-0.088905007,0.491007835,0.720520616,0.264692068,0.665177822
Uzbekistan,2019,6.154049397,8.90220356,0.915275931,64.69999695,0.970294535,0.300029099,0.511196852,0.751279771,0.219745517,0.960944533
Uzbekistan,2020,5.841929913,8.89998436,0.849564791,65,0.928216279,0.19511342,0.642043591,0.67792666,0.278508723,0.89849627
Venezuela,2019,5.080803394,5.526723385,0.88767153,64.40000153,0.62552619,0.130596474,0.839340389,0.729552984,0.35095045,0.260136247
Venezuela,2020,4.573829651,,0.80522424,64.22499847,0.611814618,,0.811319113,0.689349473,0.396250457,0.251202166
Vietnam,2019,5.467451096,8.992330551,0.847592115,65.30000305,0.95246917,-0.126406267,0.787889242,0.657785714,0.18561019,
Vietnam,2020,5.462341785,9.011929512,0.764509618,65.40000153,0.944707036,0.085264973,0.791133821,0.699164987,0.286374211,
Yemen,2019,4.196912766,7.447972775,0.870042801,57.5,0.651308239,-0.10086716,0.798228264,0.481123149,0.213043228,
Zambia,2019,3.306796551,8.152035713,0.637894392,54.40000153,0.811039805,0.077560678,0.831956029,0.673511207,0.394385278,0.589811146
Zambia,2020,4.837992191,8.094932556,0.766871631,54.82500076,0.750422418,0.057540625,0.809749782,0.679042757,0.344525933,0.589309394
Zimbabwe,2019,2.693523169,8.196997643,0.759162307,53.09999847,0.631907582,-0.08153984,0.830651879,0.658433676,0.235354334,0.456455022
Zimbabwe,2020,3.159802198,8.117733002,0.717242658,53.57500076,0.643302977,-0.029376142,0.78852278,0.660658062,0.345736384,0.57730186
